BASE_YEAR,PLAYER_NO,PLAYER_NM,PLAYER_GRAD_NM,PRACE_TME_CO,PRACE_DE_CO,N1R_NCNT,N1R_VICTRY_RT,N2R_NCNT,YUNDAE_RT,N3R_NCNT,THREE_YUNDAE_RT,N4R_NCNT,N5R_NCNT,N6R_NCNT,N7R_NCNT,N8R_NCNT,N9R_NCNT,DSQLFC_CO,FELOFF_ABANDN_VALUE,DEFECT_ABANDN_VALUE,PN_AFLTION_NM,PRECDNG_N1CK_NCNT,OVRTK_N1CK_NCNT,EXCD_N1CK_NCNT,DEFNS_N1CK_NCNT,WARN_NCNT,ATENT_NCNT,EVL_SCORE,GEAR_MULTIP_VALUE,TOT_RANK_CO
"2000","19950051","정성기","S1","15","44","19","43","10","66","5","0","3","5","2","0","0","0","0","0","0","2/1",,,,,,,,,
"2000","19950030","이경태","B1","16","46","3","7","8","24","7","0","7","7","4","9","0","0","0","1","0","2/1",,,,,,,,,
"2000","19950029","임권빈","A1","16","47","12","26","5","36","1","0","4","9","7","9","0","0","0","0","0","2/1",,,,,,,,,
"2000","19950015","김창규","A1","14","42","4","10","3","17","7","0","10","7","4","7","0","0","0","0","0","2/1",,,,,,,,,
"2000","19950014","현정운","S2","15","45","0","0","6","13","4","0","8","8","12","6","0","0","0","1","0","2/1",,,,,,,,,
"2000","19950008","박재청","B1","14","40","10","25","8","45","7","0","7","4","1","2","0","0","0","1","0","2/1",,,,,,,,,
"2000","19940102","신우삼","S2","12","35","3","9","8","31","3","0","3","6","4","7","0","0","0","1","0","1/3",,,,,,,,,
"2000","19940093","장보규","S2","15","44","6","14","10","36","5","0","6","7","5","5","0","0","0","0","0","1/3",,,,,,,,,
"2000","19940083","신용수",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/3",,,,,,,,,
"2000","19940051","신양우","A2","14","40","4","10","5","23","5","0","3","6","6","9","0","0","1","1","0","1/1",,,,,,,,,
"2000","19940050","서우승","A1","14","41","6","15","6","29","7","0","2","6","10","3","0","0","0","1","0","1/1",,,,,,,,,
"2000","19940031","김용대","A2","14","42","1","2","9","24","7","0","8","7","7","3","0","0","0","0","0","1/1",,,,,,,,,
"2000","19940020","허은회","S2","14","41","3","7","8","27","8","0","6","8","5","2","0","0","1","1","0","1/1",,,,,,,,,
"2001","19990006","지성환","S1","15","45","40","89","3","96","0","0","1","0","0","1","0","0","0","0","0","6/1",,,,,,,,,
"2001","19980046","이동기","S1","20","60","8","13","9","28","10","0","10","8","12","3","0","0","0","0","0","5/1",,,,,,,,,
"2001","19980044","주효진","S1","20","60","5","8","12","28","14","0","7","6","4","12","0","0","0","0","0","5/1",,,,,,,,,
"2001","19980035","임  섭","A1","20","58","7","12","6","22","9","0","10","9","10","6","0","0","1","0","0","5/1",,,,,,,,,
"2001","19980031","여민호","S1","20","60","27","45","11","63","8","0","6","5","2","1","0","0","0","0","0","5/1",,,,,,,,,
"2001","19990028","윤영수","A1","21","62","15","24","6","34","7","0","6","9","8","10","0","0","1","1","0","6/1",,,,,,,,,
"2001","19980027","강병철","S2","21","60","4","7","9","22","10","0","11","12","9","5","0","0","0","0","0","5/1",,,,,,,,,
"2001","19950015","김창규","S2","20","59","9","15","8","29","11","0","8","8","11","4","0","0","0","0","0","2/1",,,,,,,,,
"2001","19980024","정성오","A1","13","40","15","38","5","50","2","0","6","3","6","3","0","0","0","0","0","5/1",,,,,,,,,
"2001","19980023","서인원","S1","21","63","1","2","18","30","15","0","8","14","6","1","0","0","0","0","0","5/1",,,,,,,,,
"2001","19980022","김경태","A2","21","64","11","17","10","33","11","0","7","7","13","4","0","0","0","1","0","5/1",,,,,,,,,
"2001","19990032","민상호","A1","18","51","9","18","10","37","7","0","6","3","7","9","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990040","김진수","A1","20","60","9","15","7","27","1","0","6","11","10","14","0","0","0","2","0","6/1",,,,,,,,,
"2001","19990041","강동국","B2","20","59","10","17","7","29","11","0","7","6","7","10","0","0","0","1","0","6/1",,,,,,,,,
"2001","19990043","이한성","S1","20","59","13","22","5","31","9","0","4","9","9","10","0","0","0","0","0","6/1",,,,,,,,,
"2001","20000002","최용진","S1","22","65","13","20","16","45","13","0","10","5","4","4","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000004","김영규","B1","19","57","15","26","10","44","8","0","6","4","6","8","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000005","김상민","B2","20","59","17","29","11","47","9","0","8","3","5","5","0","0","0","1","0","7/1",,,,,,,,,
"2001","20000009","오성균","B1","19","56","11","20","9","36","4","0","10","10","6","6","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000010","안성민","A1","20","62","17","27","11","45","5","0","7","8","6","8","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000015","권정국","B1","18","52","22","42","6","54","3","0","2","7","4","7","0","0","1","1","0","7/1",,,,,,,,,
"2001","20000018","이규봉","S1","20","61","8","13","14","36","8","0","7","10","5","8","0","0","0","1","0","7/1",,,,,,,,,
"2001","20000020","정  관","B1","21","61","8","13","11","31","8","0","11","9","6","7","0","0","1","0","0","7/1",,,,,,,,,
"2001","19950029","임권빈","S2","20","58","12","21","4","28","2","0","9","11","11","8","0","0","1","0","0","2/1",,,,,,,,,
"2001","19980013","박창순","A2","20","60","4","7","10","23","11","0","11","12","5","7","0","0","0","0","0","5/1",,,,,,,,,
"2001","19950014","현정운","A1","20","58","9","16","4","22","5","0","9","3","13","15","0","0","0","0","0","2/1",,,,,,,,,
"2001","19950008","박재청","B2","19","56","6","11","15","38","8","0","6","8","7","6","0","0","0","0","0","2/1",,,,,,,,,
"2001","19940102","신우삼","S2","0","0","3","9","8","31","3","0","3","6","4","7","0","0","0","0","0","1/3",,,,,,,,,
"2001","19940093","장보규","S1","20","60","17","28","12","48","9","0","6","6","4","5","0","0","0","1","0","1/3",,,,,,,,,
"2001","19940083","신용수",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/3",,,,,,,,,
"2001","19940051","신양우","A2","20","59","9","15","4","22","11","0","6","9","11","8","0","0","0","1","0","1/1",,,,,,,,,
"2001","19960024","용석길","S1","20","55","10","18","20","55","9","0","6","4","2","4","0","0","0","0","0","3/1",,,,,,,,,
"2001","19960002","김우병","B1","19","56","8","14","8","29","5","0","6","9","9","11","0","0","0","0","0","3/1",,,,,,,,,
"2001","19950069","최항진","A2","19","58","13","22","2","26","4","0","12","11","9","6","0","0","0","1","0","2/1",,,,,,,,,
"2001","19950053","정덕이","S2","21","61","0","0","12","20","13","0","10","5","13","7","0","0","0","1","0","2/1",,,,,,,,,
"2001","19950051","정성기","S1","19","56","23","41","12","63","6","0","9","3","3","0","0","0","0","0","0","2/1",,,,,,,,,
"2001","19950030","이경태","A1","17","50","8","16","11","38","4","0","4","11","6","6","0","0","0","0","0","2/1",,,,,,,,,
"2001","19940020","허은회","S1","19","57","9","16","19","49","6","0","7","7","4","4","0","0","0","1","0","1/1",,,,,,,,,
"2001","19940031","김용대","A2","22","65","1","2","12","20","16","0","15","9","3","8","0","0","0","1","0","1/1",,,,,,,,,
"2001","19940050","서우승","A1","22","68","6","9","11","25","12","0","11","11","9","7","0","0","0","1","0","1/1",,,,,,,,,
"2001","19980001","서동방","A2","21","58","10","17","8","31","7","0","6","9","7","7","0","0","2","3","0","5/1",,,,,,,,,
"2001","19970053","신영극","A1","22","64","26","41","8","53","2","0","7","9","6","5","0","0","1","0","0","4/1",,,,,,,,,
"2001","19970046","박동수","A1","18","54","10","19","8","33","11","0","9","6","4","5","0","0","1","1","0","4/1",,,,,,,,,
"2001","19970020","배학성","S2","15","45","9","20","2","24","9","0","8","7","6","3","0","0","0","1","0","4/1",,,,,,,,,
"2001","19970016","홍미웅","S1","20","60","11","18","13","40","9","0","10","5","8","3","0","0","0","1","0","4/1",,,,,,,,,
"2001","19970015","김규봉","A1","21","61","10","16","6","26","8","0","5","9","12","11","0","0","0","0","0","4/1",,,,,,,,,
"2001","19970010","남태희","S2","21","63","7","11","5","19","9","0","10","13","13","6","0","0","0","0","0","4/1",,,,,,,,,
"2001","19970006","윤진철","S1","21","62","7","11","11","29","13","0","12","7","5","7","0","0","0","0","0","4/1",,,,,,,,,
"2001","20000022","조영소","B1","19","56","13","23","7","36","10","0","6","4","9","6","0","0","1","0","0","7/1",,,,,,,,,
"2001","20000024","김광진","B1","22","65","17","26","10","42","10","0","8","9","3","7","0","0","0","1","0","7/1",,,,,,,,,
"2001","20000026","고광종","S2","22","66","15","23","4","29","14","0","7","11","9","6","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000028","이정민","S2","20","59","15","25","11","44","14","0","6","3","6","3","0","0","1","0","0","7/1",,,,,,,,,
"2001","20000029","이흥주","A1","20","61","16","26","16","52","10","0","5","7","3","4","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000030","김기욱","S2","15","44","15","34","6","48","8","0","4","3","4","4","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000034","정찬건","A1","21","62","11","18","11","35","7","0","9","7","8","9","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000035","최병길","S2","21","63","12","19","11","37","9","0","3","6","10","12","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000036","노하승","A1","21","61","16","26","3","31","5","0","6","12","7","12","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000038","임형윤","A1","22","66","9","14","13","33","6","0","10","11","12","3","0","0","0","1","1","7/1",,,,,,,,,
"2001","20000043","이유진","S1","21","62","15","24","9","39","12","0","6","5","9","5","0","0","1","0","0","7/1",,,,,,,,,
"2001","20000044","유일선","A1","20","62","16","26","11","44","10","0","7","9","5","4","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000046","권언호","B2","20","59","7","12","7","24","10","0","8","14","6","4","0","0","1","2","0","7/1",,,,,,,,,
"2001","20000047","엄재천","A2","18","55","17","31","12","53","9","0","4","5","3","4","0","0","0","1","0","7/1",,,,,,,,,
"2001","20000048","이창희","S2","18","53","8","15","13","40","8","0","5","9","4","6","0","0","0","0","0","7/1",,,,,,,,,
"2001","20000053","현병철","S1","19","56","49","88","4","95","1","0","0","0","1","0","0","0","1","0","0","7/1",,,,,,,,,
"2001","20000054","정언열","A1","21","62","14","23","13","44","2","0","2","6","8","17","0","0","0","0","0","7/1",,,,,,,,,
"2001","20010002","고병수","A2","8","24","3","13","3","25","4","0","3","7","2","2","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010003","김덕찬",,"7","21","1","5","1","10","2","0","4","6","3","3","0","0","1","0","0","8/1",,,,,,,,,
"2001","20010004","김민철","S2","7","20","2","10","5","35","4","0","1","2","4","2","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010006","김성우",,"8","22","1","5","0","5","1","0","4","5","3","8","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010007","김영섭","S2","8","23","4","17","4","35","8","0","1","3","0","3","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010008","김영일","A1","5","13","2","15","3","38","3","0","0","1","3","1","0","0","0","0","0","8/1",,,,,,,,,
"2001","19970002","주광일","S1","20","57","46","81","4","88","4","0","0","1","1","0","0","0","1","0","0","4/1",,,,,,,,,
"2001","20010009","김용남","B2","6","18","1","6","3","22","2","0","2","1","2","7","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010010","김용진","B1","8","24","5","21","5","42","2","0","3","3","3","3","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010011","김이남","A2","8","24","0","0","2","8","4","0","5","4","4","5","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010014","김종모","S1","7","21","4","19","2","29","5","0","1","1","3","5","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010016","김유신",,"9","27","9","33","4","48","0","0","5","5","3","1","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010017","김치권","B2","8","23","1","4","1","9","3","0","6","5","4","3","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010020","문성은",,"8","24","4","17","3","29","5","0","4","3","2","2","0","0","1","0","0","8/1",,,,,,,,,
"2001","20010022","박석기","B1","8","23","10","43","3","57","3","0","0","4","1","0","0","0","0","2","0","8/1",,,,,,,,,
"2001","20010023","박성순","A2","8","22","2","9","4","27","2","0","8","1","2","3","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010024","박수환","B1","9","26","7","27","2","35","2","0","3","6","4","2","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010026","송기윤","B1","9","25","4","16","2","24","1","0","6","1","3","7","0","0","0","1","0","8/1",,,,,,,,,
"2001","20010027","신호재","B2","8","23","2","9","2","17","3","0","3","3","5","5","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010028","안효운",,"5","14","3","21","3","43","1","0","3","1","1","1","0","0","2","0","0","8/1",,,,,,,,,
"2001","20010030","오정석","B2","8","24","2","8","3","21","4","0","0","6","6","3","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010031","유정주","B1","8","23","1","4","6","30","3","0","0","6","5","2","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010033","윤이상",,"8","23","3","13","1","17","6","0","4","2","5","1","0","0","1","0","0","8/1",,,,,,,,,
"2001","20010041","정춘현","B1","7","21","0","0","3","14","1","0","3","3","2","8","0","0","1","0","0","8/1",,,,,,,,,
"2001","20010042","조성래","A1","8","24","9","38","7","67","2","0","1","0","4","1","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010043","조영근","B2","8","24","4","17","4","33","5","0","2","2","5","2","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010046","함창선","B1","8","24","3","13","3","25","3","0","3","2","1","9","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010047","홍석한","S1","7","22","19","86","2","95","1","0","0","0","0","0","0","0","0","0","0","8/1",,,,,,,,,
"2001","20010048","홍석헌","A2","8","23","2","9","2","17","7","0","5","4","3","0","0","0","0","0","0","8/1",,,,,,,,,
"2001","19960041","임병창","A1","21","62","7","11","10","27","10","0","6","13","7","9","0","0","0","0","0","3/1",,,,,,,,,
"2001","19960034","최수용",,"21","63","12","19","13","40","15","0","7","6","8","2","0","0","0","0","0","3/1",,,,,,,,,
"2001","19990024","조왕우","B2","21","62","9","15","6","24","5","0","17","6","8","11","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990017","김지은","A1","21","63","4","6","13","27","13","0","10","9","10","4","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990016","곽광상","S2","21","65","4","6","10","22","18","0","9","5","9","10","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990013","한지혁","A1","20","59","3","5","6","15","10","0","7","15","5","12","0","0","0","1","0","6/1",,,,,,,,,
"2001","19990011","정영훈","S1","19","57","7","12","13","35","13","0","5","8","7","4","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990010","정점식","S2","19","56","7","13","10","30","11","0","7","3","10","7","0","0","1","0","0","6/1",,,,,,,,,
"2001","19990008","박종현","S2","20","63","8","13","7","24","7","0","10","16","6","8","0","0","0","1","0","6/1",,,,,,,,,
"2001","19990026","박진우","S1","18","53","23","43","9","60","11","0","3","2","3","2","0","0","0","0","0","6/1",,,,,,,,,
"2001","19990007","송대호","S2","20","59","8","14","15","39","13","0","6","8","5","3","0","0","1","0","0","6/1",,,,,,,,,
"2002","20020037","이형재","B1","7","21","7","33","3","48","1","0","0","3","3","3","0","0","0","1","0","9/2",,,,,,,,,
"2002","20010046","함창선","A2","19","57","7","12","3","18","7","0","11","8","8","13","0","0","0","0","0","8/1",,,,,,,,,
"2002","20000029","이흥주","S2","21","63","9","14","5","22","8","0","12","10","7","12","0","0","0","0","0","7/1",,,,,,,,,
"2002","20000030","김기욱","S2","20","59","5","8","14","32","15","0","8","5","5","6","0","0","1","1","0","7/1",,,,,,,,,
"2002","20000034","정찬건","B1","17","51","15","29","11","51","7","0","3","1","4","9","0","0","0","1","0","7/1",,,,,,,,,
"2002","20000035","최병길","S2","19","61","13","21","6","31","11","0","6","3","9","12","0","0","1","0","0","7/1",,,,,,,,,
"2002","20000036","노하승","S3","21","63","15","24","8","37","7","0","14","7","6","6","0","0","0","0","0","7/1",,,,,,,,,
"2002","20000038","임형윤","S3","20","60","11","18","5","27","10","0","12","9","8","4","0","0","0","1","0","7/1",,,,,,,,,
"2002","20000043","이유진","S3","20","60","6","10","15","35","18","0","11","4","2","4","0","0","0","0","0","7/1",,,,,,,,,
"2002","20000044","유일선","A1","19","56","17","30","6","41","13","0","9","4","3","4","0","0","0","0","0","7/1",,,,,,,,,
"2002","20020058","황종대","B2","6","18","2","11","5","39","1","0","5","1","3","1","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020057","허  남","B3","6","18","1","6","0","6","2","0","6","3","3","3","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020056","한은철","B1","6","18","4","22","2","33","2","0","4","4","0","2","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020055","한기봉","B3","6","18","3","17","6","50","3","0","2","3","0","1","0","0","0","0","0","9/3",,,,,,,,,
"2002","20020049","최봉기","B1","6","17","5","29","2","41","3","0","1","2","3","1","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020047","진익남","B1","6","17","1","6","3","24","3","0","4","3","2","1","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020045","지종오","B3","6","20","0","0","3","15","0","0","3","3","7","4","0","0","0","0","0","9/4",,,,,,,,,
"2002","20020044","조창인","A2","7","20","9","45","2","55","0","0","4","3","1","0","0","0","0","1","0","9/1",,,,,,,,,
"2002","20020042","정해권","A3","6","17","10","59","3","76","1","0","1","1","1","0","0","0","0","0","0","9/4",,,,,,,,,
"2002","20020041","정춘호","A1","7","21","9","43","6","71","2","0","3","1","0","0","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020040","정찬영","B1","6","17","9","53","0","53","2","0","2","2","2","0","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020039","전  호","B3","6","18","0","0","1","6","3","0","2","2","8","2","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020038","임근태","B1","6","18","3","17","3","33","4","0","2","4","0","2","0","0","0","0","0","9/3",,,,,,,,,
"2002","20020035","이응주","B3","6","18","1","6","2","17","1","0","2","7","3","2","0","0","0","0","0","9/3",,,,,,,,,
"2002","20020034","이승주","B2","6","17","2","12","2","24","5","0","2","1","3","2","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020030","윤성준","A3","6","18","7","39","2","50","2","0","3","1","1","2","0","0","0","0","0","9/3",,,,,,,,,
"2002","20020022","박덕인","S3","6","17","3","18","8","65","2","0","0","1","1","1","0","0","1","0","0","9/4",,,,,,,,,
"2002","20020020","박경덕","B3","6","18","1","6","0","6","2","0","6","3","2","3","0","0","0","1","0","9/4",,,,,,,,,
"2002","20020018","김서준","B1","6","18","7","39","2","50","3","0","2","1","1","1","0","0","0","1","0","9/3",,,,,,,,,
"2002","20020017","김환진","B1","6","18","2","11","2","22","6","0","0","3","1","4","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020016","김치범","A1","4","12","9","75","1","83","1","0","0","0","0","0","0","0","1","0","0","9/1",,,,,,,,,
"2002","20020015","김정우","B3","6","18","1","6","2","17","4","0","4","4","2","1","0","0","0","0","0","9/3",,,,,,,,,
"2002","20020014","김재환","B1","6","18","7","39","3","56","4","0","1","1","1","1","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020008","김동환","B2","6","18","0","0","5","28","3","0","2","3","2","3","0","0","0","0","0","9/2",,,,,,,,,
"2002","20020006","권용재","B2","7","20","2","10","1","15","3","0","2","4","3","3","0","0","1","2","0","9/2",,,,,,,,,
"2002","20020005","권영민","A2","6","17","4","24","6","59","3","0","2","0","0","2","0","0","0","0","0","9/1",,,,,,,,,
"2002","20020001","감병삼","B3","7","21","8","38","3","52","4","0","1","3","0","2","0","0","0","0","0","9/3",,,,,,,,,
"2002","20010024","박수환","A3","20","58","5","9","6","19","5","0","6","14","11","11","0","0","0","0","0","8/1",,,,,,,,,
"2002","20010043","조영근","A3","18","54","4","7","7","20","8","0","10","11","7","6","0","0","1","0","0","8/1",,,,,,,,,
"2002","20000046","권언호","A2","21","63","4","6","2","10","9","0","15","10","10","11","0","0","0","2","0","7/1",,,,,,,,,
"2002","20000047","엄재천","B1","19","57","10","18","9","33","11","0","5","10","5","5","0","0","0","2","0","7/1",,,,,,,,,
"2002","20000048","이창희","S2","14","42","12","29","6","43","4","0","5","4","4","5","0","0","1","1","0","7/1",,,,,,,,,
"2002","20000053","현병철","S1","15","42","38","90","2","95","0","0","1","0","0","0","0","0","0","1","0","7/1",,,,,,,,,
"2002","20000054","정언열","A2","20","60","12","20","8","33","9","0","4","6","8","12","0","0","0","1","0","7/1",,,,,,,,,
"2002","20010002","고병수","S2","21","63","22","35","6","44","7","0","6","7","10","5","0","0","0","0","0","8/1",,,,,,,,,
"2002","20010003","김덕찬","B2","19","53","1","2","9","19","9","0","6","12","7","7","0","0","1","2","0","8/1",,,,,,,,,
"2002","20010004","김민철","S2","19","57","9","16","11","35","12","0","10","5","7","3","0","0","0","0","0","8/1",,,,,,,,,
"2002","20010006","김성우","B2","20","58","7","12","6","22","11","0","5","7","11","10","0","0","0","1","0","8/1",,,,,,,,,
"2002","20010007","김영섭","S1","18","51","10","20","16","51","9","0","9","5","0","2","0","0","0","0","0","8/1",,,,,,,,,
"2002","20010008","김영일","S3","20","59","7","12","9","27","8","0","11","8","11","5","0","0","0","0","0","8/1",,,,,,,,,
"2002","20010009","김용남","A3","20","59","10","17","12","37","9","0","7","9","7","4","0","0","1","0","0","8/1",,,,,,,,,
"2002","20010010","김용진","A1","21","60","9","15","9","30","11","0","12","7","7","3","0","0","2","0","0","8/1",,,,,,,,,
"2002","20010011","김이남","A1","19","56","17","30","9","46","7","0","4","6","3","8","0","0","1","1","0","8/1",,,,,,,,,
"2002","20010014","김종모","S1","20","59","18","31","12","51","10","0","7","4","3","4","0","0","1","0","0","8/1",,,,,,,,,
